message_id,conversation_id,user_id,timestamp,message_text,is_user_message,message_length
msg_0001771,conv_000578,user_00385,2025-07-25 03:09:26.481404,Is there documentation for reports?,True,25
msg_0001772,conv_000579,user_00629,2025-10-04 05:29:21.481404,I have a suggestion for improvement.,True,35
msg_0001773,conv_000579,system,2025-10-04 05:47:29.481404,That solved my problem.,False,25
msg_0001774,conv_000579,user_00629,2025-10-04 05:47:43.481404,When will notifications be available?,True,24
msg_0001775,conv_000579,system,2025-10-04 05:48:09.481404,Could you add support for create report?,False,41
msg_0001776,conv_000580,user_00670,2025-07-25 12:36:35.481404,How do I cancel my account?,True,37
msg_0001777,conv_000580,system,2025-07-25 12:37:44.481404,I forgot my password.,False,25
msg_0001778,conv_000581,user_00211,2025-07-27 22:53:18.481404,The performance has been slow recently.,True,36
msg_0001779,conv_000581,system,2025-07-27 22:59:25.481404,Is there a way to create report in the app?,False,35
msg_0001780,conv_000581,user_00211,2025-07-27 23:03:16.481404,Can you explain how to use reports?,True,35
msg_0001781,conv_000581,system,2025-07-27 23:04:40.481404,How much does enterprise cost?,False,21
msg_0001782,conv_000581,user_00211,2025-07-27 23:10:02.481404,"Hello, I need help with dashboard.",True,24
msg_0001783,conv_000581,system,2025-07-27 23:12:28.481404,Thank you for your help!,False,36
msg_0001784,conv_000581,user_00211,2025-07-27 23:17:03.481404,How much does premium cost?,True,35
msg_0001785,conv_000581,system,2025-07-27 23:23:01.481404,Thank you for your help!,False,38
msg_0001786,conv_000582,user_00748,2025-08-30 22:43:54.481404,That solved my problem.,True,39
msg_0001787,conv_000582,system,2025-08-30 22:46:02.481404,How do I cancel my account?,False,31
msg_0001788,conv_000583,user_00099,2025-07-14 07:56:19.481404,Thank you for your help!,True,32
msg_0001789,conv_000583,system,2025-07-14 07:58:10.481404,My subscription is not working.,False,30
msg_0001790,conv_000584,user_00158,2025-07-14 19:06:52.481404,The performance has been slow recently.,True,31
msg_0001791,conv_000584,system,2025-07-14 19:12:39.481404,Is there a way to invite friends in the app?,False,21
msg_0001792,conv_000584,user_00158,2025-07-14 19:16:15.481404,How much does enterprise cost?,True,31
msg_0001793,conv_000584,system,2025-07-14 19:16:45.481404,That solved my problem.,False,32
msg_0001794,conv_000584,user_00158,2025-07-14 19:17:06.481404,I have a suggestion for improvement.,True,32
msg_0001795,conv_000584,system,2025-07-14 19:19:53.481404,That solved my problem.,False,31
msg_0001796,conv_000584,user_00158,2025-07-14 19:21:57.481404,I'd like to report a bug in dashboard.,True,25
msg_0001797,conv_000584,system,2025-07-14 19:25:07.481404,Thank you for your help!,False,22
msg_0001798,conv_000585,user_00844,2025-09-11 18:57:58.481404,I love the new update!,True,27
msg_0001799,conv_000585,system,2025-09-11 18:58:07.481404,How do I cancel my account?,False,22
msg_0001800,conv_000585,user_00844,2025-09-11 18:58:44.481404,Could you add support for create report?,True,21
msg_0001801,conv_000586,user_00175,2025-09-09 11:16:39.481404,How do I cancel my account?,True,25
msg_0001802,conv_000586,system,2025-09-09 11:16:54.481404,Can you help me with login?,False,31
msg_0001803,conv_000586,user_00175,2025-09-09 11:17:31.481404,"Hello, I need help with messaging.",True,22
msg_0001804,conv_000586,system,2025-09-09 11:17:32.481404,Thank you for your help!,False,39
msg_0001805,conv_000586,user_00175,2025-09-09 11:19:55.481404,I have a question about my account.,True,36
msg_0001806,conv_000587,user_00316,2025-09-23 17:05:40.481404,I love the new update!,True,36
msg_0001807,conv_000587,system,2025-09-23 17:11:51.481404,That solved my problem.,False,39
msg_0001808,conv_000588,user_00272,2025-07-18 08:33:11.481404,I have a question about my account.,True,25
msg_0001809,conv_000589,user_00391,2025-08-14 08:52:55.481404,Thank you for your help!,True,30
msg_0001810,conv_000589,system,2025-08-14 08:54:21.481404,Can you help me with download?,False,31
msg_0001811,conv_000589,user_00391,2025-08-14 09:01:16.481404,I love the new update!,True,30
msg_0001812,conv_000590,user_00477,2025-08-04 01:53:29.481404,I'm having trouble with notifications.,True,36
msg_0001813,conv_000590,system,2025-08-04 01:55:27.481404,I forgot my password.,False,25
msg_0001814,conv_000590,user_00477,2025-08-04 01:55:57.481404,Thank you for your help!,True,24
msg_0001815,conv_000591,user_00771,2025-09-15 03:00:19.481404,"Hello, I need help with search.",True,36
msg_0001816,conv_000591,system,2025-09-15 03:01:05.481404,How do I cancel my account?,False,38
msg_0001817,conv_000591,user_00771,2025-09-15 03:02:03.481404,When will messaging be available?,True,25
msg_0001818,conv_000592,user_00555,2025-08-18 16:47:01.481404,Thank you for your help!,True,39
msg_0001819,conv_000593,user_00839,2025-08-29 05:49:43.481404,Can you explain how to use settings?,True,42
msg_0001820,conv_000594,user_00487,2025-09-03 02:38:12.481404,I have a suggestion for improvement.,True,23
msg_0001821,conv_000594,system,2025-09-03 02:41:49.481404,Can you help me with download?,False,39
msg_0001822,conv_000594,user_00487,2025-09-03 02:42:12.481404,I have a suggestion for improvement.,True,35
msg_0001823,conv_000595,user_00925,2025-09-30 09:56:40.481404,Is there a way to change settings in the app?,True,33
msg_0001824,conv_000596,user_00820,2025-09-02 23:45:53.481404,I forgot my password.,True,23
msg_0001825,conv_000596,system,2025-09-02 23:47:55.481404,I forgot my password.,False,31
msg_0001826,conv_000596,user_00820,2025-09-02 23:48:48.481404,I forgot my password.,True,34
msg_0001827,conv_000597,user_00172,2025-07-30 01:50:55.481404,Can you help me with download?,True,22
msg_0001828,conv_000597,system,2025-07-30 01:51:26.481404,How do I cancel my account?,False,35
msg_0001829,conv_000598,user_00700,2025-08-20 18:41:29.481404,How do I cancel my account?,True,32
msg_0001830,conv_000598,system,2025-08-20 18:46:40.481404,I forgot my password.,False,27
msg_0001831,conv_000598,user_00700,2025-08-20 18:48:53.481404,That solved my problem.,True,36
msg_0001832,conv_000598,system,2025-08-20 18:49:53.481404,I'm having trouble with billing.,False,27
msg_0001833,conv_000598,user_00700,2025-08-20 18:50:50.481404,I forgot my password.,True,25
msg_0001834,conv_000598,system,2025-08-20 18:53:32.481404,I have a suggestion for improvement.,False,39
msg_0001835,conv_000599,user_00265,2025-08-09 13:11:56.481404,I love the new update!,True,25
msg_0001836,conv_000600,user_00566,2025-08-10 04:04:50.481404,That solved my problem.,True,21
msg_0001837,conv_000600,system,2025-08-10 04:06:41.481404,How do I cancel my account?,False,23
msg_0001838,conv_000600,user_00566,2025-08-10 04:07:22.481404,I forgot my password.,True,26
msg_0001839,conv_000601,user_00013,2025-09-23 20:59:22.481404,Can you explain how to use settings?,True,33
msg_0001840,conv_000601,system,2025-09-23 21:05:19.481404,That solved my problem.,False,22
msg_0001841,conv_000602,user_00581,2025-09-04 14:06:17.481404,I have a question about my account.,True,23
msg_0001842,conv_000602,system,2025-09-04 14:06:56.481404,"Hello, I need help with settings.",False,36
msg_0001843,conv_000603,user_00104,2025-09-23 19:03:26.481404,Can you help me with upload?,True,41
msg_0001844,conv_000603,system,2025-09-23 19:03:48.481404,I forgot my password.,False,25
msg_0001845,conv_000604,user_00271,2025-08-15 16:47:01.481404,I forgot my password.,True,36
msg_0001846,conv_000605,user_00177,2025-08-05 05:54:03.481404,"Hello, I need help with reports.",True,40
msg_0001847,conv_000605,system,2025-08-05 06:01:53.481404,When will profile be available?,False,38
msg_0001848,conv_000605,user_00177,2025-08-05 06:02:16.481404,"Hello, I need help with search.",True,23
msg_0001849,conv_000605,system,2025-08-05 06:08:40.481404,I forgot my password.,False,32
msg_0001850,conv_000605,user_00177,2025-08-05 06:17:55.481404,How much does enterprise cost?,True,41
msg_0001851,conv_000605,system,2025-08-05 06:23:39.481404,My subscription is not working.,False,37
msg_0001852,conv_000606,user_00711,2025-08-17 12:11:59.481404,My subscription is not working.,True,37
msg_0001853,conv_000606,system,2025-08-17 12:12:21.481404,How much does basic cost?,False,35
msg_0001854,conv_000606,user_00711,2025-08-17 12:12:31.481404,I'd like to report a bug in notifications.,True,39
msg_0001855,conv_000606,system,2025-08-17 12:14:44.481404,My subscription is not working.,False,35
msg_0001856,conv_000606,user_00711,2025-08-17 12:16:25.481404,Can you explain how to use billing?,True,42
msg_0001857,conv_000607,user_00051,2025-09-19 21:51:54.481404,Could you add support for export data?,True,28
msg_0001858,conv_000607,system,2025-09-19 21:52:39.481404,How much does premium cost?,False,24
msg_0001859,conv_000607,user_00051,2025-09-19 21:55:37.481404,I'd like to report a bug in notifications.,True,36
msg_0001860,conv_000608,user_00838,2025-09-24 13:35:52.481404,When will reports be available?,True,38
msg_0001861,conv_000608,system,2025-09-24 13:37:17.481404,Can you help me with login?,False,44
msg_0001862,conv_000608,user_00838,2025-09-24 13:38:56.481404,My subscription is not working.,True,21
msg_0001863,conv_000608,system,2025-09-24 13:39:22.481404,I forgot my password.,False,38
msg_0001864,conv_000608,user_00838,2025-09-24 13:40:27.481404,The performance has been slow recently.,True,36
msg_0001865,conv_000609,user_00879,2025-09-15 02:20:12.481404,Could you add support for change settings?,True,27
msg_0001866,conv_000609,system,2025-09-15 02:20:42.481404,The app is working great!,False,35
msg_0001867,conv_000610,user_00762,2025-08-21 12:37:49.481404,How do I cancel my account?,True,30
msg_0001868,conv_000610,system,2025-08-21 12:40:06.481404,I have a suggestion for improvement.,False,31
msg_0001869,conv_000610,user_00762,2025-08-21 12:40:16.481404,When will settings be available?,True,23
msg_0001870,conv_000611,user_00662,2025-07-18 04:11:59.481404,Is there documentation for reports?,True,38
msg_0001871,conv_000611,system,2025-07-18 04:15:08.481404,"Hello, I need help with search.",False,23
msg_0001872,conv_000611,user_00662,2025-07-18 04:15:40.481404,When will profile be available?,True,36
msg_0001873,conv_000611,system,2025-07-18 04:19:15.481404,That solved my problem.,False,36
msg_0001874,conv_000611,user_00662,2025-07-18 04:20:51.481404,How much does premium cost?,True,31
msg_0001875,conv_000611,system,2025-07-18 04:28:09.481404,I have a suggestion for improvement.,False,38
msg_0001876,conv_000611,user_00662,2025-07-18 04:30:08.481404,I have a question about my account.,True,37
msg_0001877,conv_000611,system,2025-07-18 04:30:52.481404,Thank you for your help!,False,36
msg_0001878,conv_000612,user_00417,2025-09-19 10:40:25.481404,How do I cancel my account?,True,34
msg_0001879,conv_000613,user_00528,2025-09-24 08:26:18.481404,The app is working great!,True,24
msg_0001880,conv_000613,system,2025-09-24 08:33:15.481404,I forgot my password.,False,32
msg_0001881,conv_000613,user_00528,2025-09-24 08:33:21.481404,Is there documentation for search?,True,21
msg_0001882,conv_000614,user_00414,2025-07-22 16:14:20.481404,I'm having trouble with dashboard.,True,21
msg_0001883,conv_000614,system,2025-07-22 16:16:16.481404,"Hello, I need help with messaging.",False,36
msg_0001884,conv_000615,user_00206,2025-09-28 18:25:10.481404,How much does premium cost?,True,35
msg_0001885,conv_000616,user_00941,2025-08-13 11:51:11.481404,How do I cancel my account?,True,38
msg_0001886,conv_000616,system,2025-08-13 11:54:52.481404,I'd like to report a bug in search.,False,34
msg_0001887,conv_000616,user_00941,2025-08-13 11:56:07.481404,I love the new update!,True,35
msg_0001888,conv_000616,system,2025-08-13 12:05:49.481404,The performance has been slow recently.,False,30
msg_0001889,conv_000616,user_00941,2025-08-13 12:07:13.481404,My subscription is not working.,True,42
msg_0001890,conv_000616,system,2025-08-13 12:12:10.481404,I love the new update!,False,39
msg_0001891,conv_000617,user_00518,2025-08-17 01:03:09.481404,I'd like to report a bug in settings.,True,25
msg_0001892,conv_000617,system,2025-08-17 01:05:51.481404,Thank you for your help!,False,39
msg_0001893,conv_000617,user_00518,2025-08-17 01:06:04.481404,I'm having trouble with reports.,True,42
msg_0001894,conv_000617,system,2025-08-17 01:10:32.481404,How do I cancel my account?,False,35
msg_0001895,conv_000618,user_00501,2025-09-05 04:27:20.481404,That solved my problem.,True,36
msg_0001896,conv_000618,system,2025-09-05 04:31:27.481404,Is there documentation for billing?,False,35
msg_0001897,conv_000619,user_00359,2025-08-11 22:17:08.481404,Is there a way to export data in the app?,True,22
msg_0001898,conv_000619,system,2025-08-11 22:21:12.481404,That solved my problem.,False,32
msg_0001899,conv_000619,user_00359,2025-08-11 22:22:35.481404,Is there documentation for reports?,True,30
msg_0001900,conv_000620,user_00093,2025-08-06 04:22:18.481404,Thank you for your help!,True,31
msg_0001901,conv_000620,system,2025-08-06 04:22:28.481404,The app is working great!,False,22
msg_0001902,conv_000620,user_00093,2025-08-06 04:23:14.481404,How much does basic cost?,True,35
msg_0001903,conv_000620,system,2025-08-06 04:23:42.481404,"Hello, I need help with billing.",False,27
msg_0001904,conv_000621,user_00586,2025-09-23 05:17:37.481404,When will billing be available?,True,32
msg_0001905,conv_000622,user_00212,2025-08-04 15:07:38.481404,"Hello, I need help with profile.",True,32
msg_0001906,conv_000622,system,2025-08-04 15:18:47.481404,I'm having trouble with dashboard.,False,35
msg_0001907,conv_000622,user_00212,2025-08-04 15:20:39.481404,Is there documentation for reports?,True,39
msg_0001908,conv_000622,system,2025-08-04 15:22:55.481404,I'd like to report a bug in dashboard.,False,32
msg_0001909,conv_000622,user_00212,2025-08-04 15:26:24.481404,My subscription is not working.,True,22
msg_0001910,conv_000622,system,2025-08-04 15:26:29.481404,How much does premium cost?,False,24
msg_0001911,conv_000622,user_00212,2025-08-04 15:26:45.481404,When will billing be available?,True,36
msg_0001912,conv_000622,system,2025-08-04 15:36:46.481404,I have a suggestion for improvement.,False,34
msg_0001913,conv_000623,user_00991,2025-09-22 00:41:47.481404,Can you help me with upload?,True,30
msg_0001914,conv_000623,system,2025-09-22 00:42:33.481404,Is there documentation for reports?,False,33
msg_0001915,conv_000624,user_00616,2025-09-25 06:16:01.481404,I love the new update!,True,36
msg_0001916,conv_000625,user_00966,2025-08-08 03:54:14.481404,I forgot my password.,True,36
msg_0001917,conv_000625,system,2025-08-08 03:56:22.481404,I'm having trouble with billing.,False,31
msg_0001918,conv_000625,user_00966,2025-08-08 03:56:40.481404,When will profile be available?,True,24
msg_0001919,conv_000626,user_00471,2025-08-02 23:19:20.481404,Thank you for your help!,True,32
msg_0001920,conv_000627,user_00845,2025-09-08 01:13:34.481404,I have a question about my account.,True,27
msg_0001921,conv_000627,system,2025-09-08 01:18:46.481404,I'm having trouble with settings.,False,37
msg_0001922,conv_000627,user_00845,2025-09-08 01:20:22.481404,Can you help me with payment?,True,29
msg_0001923,conv_000628,user_00679,2025-09-29 09:08:47.481404,How do I cancel my account?,True,22
msg_0001924,conv_000628,system,2025-09-29 09:16:33.481404,Can you explain how to use messaging?,False,39
msg_0001925,conv_000629,user_00290,2025-08-07 11:38:54.481404,That solved my problem.,True,35
msg_0001926,conv_000629,system,2025-08-07 11:39:24.481404,Is there a way to create report in the app?,False,43
msg_0001927,conv_000629,user_00290,2025-08-07 11:39:51.481404,The performance has been slow recently.,True,35
msg_0001928,conv_000629,system,2025-08-07 11:42:06.481404,I'm having trouble with settings.,False,35
msg_0001929,conv_000629,user_00290,2025-08-07 11:43:14.481404,I'd like to report a bug in search.,True,21
msg_0001930,conv_000630,user_00284,2025-09-09 16:51:13.481404,I have a suggestion for improvement.,True,25
msg_0001931,conv_000630,system,2025-09-09 16:53:11.481404,My subscription is not working.,False,35
msg_0001932,conv_000630,user_00284,2025-09-09 16:55:04.481404,I'm having trouble with reports.,True,34
msg_0001933,conv_000630,system,2025-09-09 16:55:59.481404,I have a question about my account.,False,21
msg_0001934,conv_000630,user_00284,2025-09-09 17:03:06.481404,The performance has been slow recently.,True,34
msg_0001935,conv_000630,system,2025-09-09 17:11:46.481404,How do I cancel my account?,False,31
msg_0001936,conv_000630,user_00284,2025-09-09 17:13:58.481404,Can you help me with login?,True,38
msg_0001937,conv_000630,system,2025-09-09 17:15:53.481404,Is there a way to change settings in the app?,False,35
msg_0001938,conv_000631,user_00976,2025-10-04 03:29:39.481404,How much does basic cost?,True,39
msg_0001939,conv_000631,system,2025-10-04 03:33:30.481404,Is there documentation for search?,False,32
msg_0001940,conv_000631,user_00976,2025-10-04 03:42:17.481404,I'm having trouble with profile.,True,27
msg_0001941,conv_000632,user_00247,2025-10-04 20:32:34.481404,Is there documentation for dashboard?,True,31
msg_0001942,conv_000632,system,2025-10-04 20:33:22.481404,Could you add support for upgrade plan?,False,24
msg_0001943,conv_000633,user_00698,2025-07-23 02:10:41.481404,Could you add support for change settings?,True,33
msg_0001944,conv_000633,system,2025-07-23 02:10:51.481404,The app is working great!,False,35
msg_0001945,conv_000634,user_00266,2025-10-05 13:25:09.481404,"Hello, I need help with settings.",True,31
msg_0001946,conv_000635,user_00598,2025-09-16 06:02:14.481404,Can you explain how to use notifications?,True,38
msg_0001947,conv_000635,system,2025-09-16 06:02:22.481404,I have a question about my account.,False,39
msg_0001948,conv_000635,user_00598,2025-09-16 06:05:52.481404,I love the new update!,True,25
msg_0001949,conv_000636,user_00703,2025-08-30 09:55:50.481404,Could you add support for export data?,True,38
msg_0001950,conv_000636,system,2025-08-30 10:07:24.481404,I love the new update!,False,22
msg_0001951,conv_000636,user_00703,2025-08-30 10:08:16.481404,How much does basic cost?,True,22
msg_0001952,conv_000637,user_00866,2025-07-26 00:14:34.481404,Could you add support for export data?,True,32
msg_0001953,conv_000637,system,2025-07-26 00:15:57.481404,Is there a way to upgrade plan in the app?,False,27
msg_0001954,conv_000637,user_00866,2025-07-26 00:16:25.481404,"Hello, I need help with dashboard.",True,39
msg_0001955,conv_000637,system,2025-07-26 00:16:27.481404,My subscription is not working.,False,32
msg_0001956,conv_000637,user_00866,2025-07-26 00:19:00.481404,Can you explain how to use search?,True,35
msg_0001957,conv_000638,user_00759,2025-08-03 14:51:37.481404,I have a question about my account.,True,28
msg_0001958,conv_000639,user_00671,2025-07-18 04:17:09.481404,I forgot my password.,True,31
msg_0001959,conv_000639,system,2025-07-18 04:18:19.481404,Can you help me with download?,False,21
msg_0001960,conv_000640,user_00315,2025-08-19 08:03:20.481404,That solved my problem.,True,31
msg_0001961,conv_000640,system,2025-08-19 08:03:48.481404,I'd like to report a bug in dashboard.,False,39
msg_0001962,conv_000640,user_00315,2025-08-19 08:07:38.481404,My subscription is not working.,True,23
msg_0001963,conv_000641,user_00475,2025-09-30 03:36:56.481404,I'd like to report a bug in billing.,True,41
msg_0001964,conv_000642,user_00598,2025-09-03 20:21:12.481404,Is there a way to change settings in the app?,True,22
msg_0001965,conv_000642,system,2025-09-03 20:21:22.481404,Is there a way to create report in the app?,False,36
msg_0001966,conv_000642,user_00598,2025-09-03 20:21:33.481404,"Hello, I need help with settings.",True,29
msg_0001967,conv_000643,user_00889,2025-09-13 14:18:49.481404,I have a suggestion for improvement.,True,31
msg_0001968,conv_000643,system,2025-09-13 14:27:38.481404,I forgot my password.,False,21
msg_0001969,conv_000643,user_00889,2025-09-13 14:28:05.481404,I have a question about my account.,True,21
msg_0001970,conv_000644,user_00892,2025-09-30 10:40:13.481404,I forgot my password.,True,34
msg_0001971,conv_000644,system,2025-09-30 10:41:02.481404,How much does enterprise cost?,False,30
msg_0001972,conv_000644,user_00892,2025-09-30 10:41:05.481404,How much does basic cost?,True,35
msg_0001973,conv_000644,system,2025-09-30 10:41:51.481404,I have a suggestion for improvement.,False,36
msg_0001974,conv_000644,user_00892,2025-09-30 10:44:30.481404,How much does enterprise cost?,True,36
msg_0001975,conv_000645,user_00584,2025-10-04 04:36:50.481404,The app is working great!,True,31
msg_0001976,conv_000645,system,2025-10-04 04:39:42.481404,I'm having trouble with billing.,False,34
msg_0001977,conv_000645,user_00584,2025-10-04 04:43:21.481404,When will messaging be available?,True,39
msg_0001978,conv_000646,user_00185,2025-09-23 03:11:41.481404,The app is working great!,True,37
msg_0001979,conv_000646,system,2025-09-23 03:14:01.481404,How much does basic cost?,False,27
msg_0001980,conv_000646,user_00185,2025-09-23 03:14:21.481404,Can you help me with login?,True,27
msg_0001981,conv_000646,system,2025-09-23 03:15:09.481404,Is there a way to export data in the app?,False,25
msg_0001982,conv_000647,user_00182,2025-08-08 22:27:59.481404,That solved my problem.,True,21
msg_0001983,conv_000647,system,2025-08-08 22:28:34.481404,Is there a way to upgrade plan in the app?,False,35
msg_0001984,conv_000648,user_00780,2025-09-22 14:35:42.481404,I'm having trouble with search.,True,21
msg_0001985,conv_000648,system,2025-09-22 14:37:02.481404,The app is working great!,False,41
msg_0001986,conv_000648,user_00780,2025-09-22 14:39:13.481404,Can you help me with sync?,True,33
msg_0001987,conv_000649,user_00782,2025-09-23 05:03:59.481404,How do I cancel my account?,True,22
msg_0001988,conv_000649,system,2025-09-23 05:04:02.481404,That solved my problem.,False,25
msg_0001989,conv_000650,user_00440,2025-08-17 16:08:12.481404,I'd like to report a bug in notifications.,True,36
msg_0001990,conv_000651,user_00547,2025-07-28 20:48:42.481404,That solved my problem.,True,25
msg_0001991,conv_000651,system,2025-07-28 20:49:29.481404,How do I cancel my account?,False,30
msg_0001992,conv_000652,user_00544,2025-07-28 00:11:41.481404,How much does premium cost?,True,35
msg_0001993,conv_000652,system,2025-07-28 00:12:54.481404,Can you help me with download?,False,36
msg_0001994,conv_000652,user_00544,2025-07-28 00:14:47.481404,I'd like to report a bug in notifications.,True,36
msg_0001995,conv_000652,system,2025-07-28 00:15:11.481404,I have a suggestion for improvement.,False,34
msg_0001996,conv_000653,user_00255,2025-07-31 11:20:44.481404,I'm having trouble with search.,True,24
msg_0001997,conv_000653,system,2025-07-31 11:22:05.481404,Thank you for your help!,False,31
msg_0001998,conv_000653,user_00255,2025-07-31 11:35:08.481404,Thank you for your help!,True,30
msg_0001999,conv_000654,user_00516,2025-09-04 15:51:52.481404,Could you add support for change settings?,True,25
msg_0002000,conv_000654,system,2025-09-04 15:52:47.481404,How do I cancel my account?,False,37
msg_0002001,conv_000654,user_00516,2025-09-04 15:57:36.481404,Can you explain how to use notifications?,True,38
msg_0002002,conv_000654,system,2025-09-04 16:04:35.481404,The performance has been slow recently.,False,35
msg_0002003,conv_000654,user_00516,2025-09-04 16:10:44.481404,How much does premium cost?,True,22
msg_0002004,conv_000654,system,2025-09-04 16:11:56.481404,The performance has been slow recently.,False,31
msg_0002005,conv_000654,user_00516,2025-09-04 16:12:04.481404,Is there documentation for dashboard?,True,21
msg_0002006,conv_000655,user_00306,2025-08-06 17:47:20.481404,I have a question about my account.,True,36
msg_0002007,conv_000656,user_00346,2025-08-20 14:37:29.481404,How much does enterprise cost?,True,27
msg_0002008,conv_000656,system,2025-08-20 14:41:16.481404,My subscription is not working.,False,38
msg_0002009,conv_000656,user_00346,2025-08-20 14:41:51.481404,"Hello, I need help with search.",True,23
msg_0002010,conv_000656,system,2025-08-20 14:46:10.481404,My subscription is not working.,False,39
msg_0002011,conv_000657,user_00193,2025-07-25 12:24:29.481404,Is there a way to upgrade plan in the app?,True,23
msg_0002012,conv_000657,system,2025-07-25 12:28:36.481404,I love the new update!,False,35
msg_0002013,conv_000657,user_00193,2025-07-25 12:30:02.481404,Can you help me with payment?,True,25
msg_0002014,conv_000657,system,2025-07-25 12:30:55.481404,I have a suggestion for improvement.,False,39
msg_0002015,conv_000658,user_00135,2025-07-30 00:13:12.481404,I'm having trouble with reports.,True,34
msg_0002016,conv_000658,system,2025-07-30 00:13:32.481404,Thank you for your help!,False,31
msg_0002017,conv_000659,user_00376,2025-09-16 13:06:49.481404,Is there a way to invite friends in the app?,True,32
msg_0002018,conv_000659,system,2025-09-16 13:06:52.481404,I have a question about my account.,False,25
msg_0002019,conv_000659,user_00376,2025-09-16 13:08:12.481404,Could you add support for create report?,True,30
msg_0002020,conv_000659,system,2025-09-16 13:11:02.481404,The performance has been slow recently.,False,23
msg_0002021,conv_000660,user_00548,2025-09-08 00:07:36.481404,Is there a way to invite friends in the app?,True,35
msg_0002022,conv_000661,user_00670,2025-09-28 16:25:49.481404,How do I cancel my account?,True,22
msg_0002023,conv_000661,system,2025-09-28 16:26:48.481404,My subscription is not working.,False,34
msg_0002024,conv_000661,user_00670,2025-09-28 16:28:02.481404,Can you explain how to use messaging?,True,38
msg_0002025,conv_000662,user_00455,2025-08-15 10:10:34.481404,I love the new update!,True,30
msg_0002026,conv_000662,system,2025-08-15 10:10:46.481404,Could you add support for invite friends?,False,33
msg_0002027,conv_000662,user_00455,2025-08-15 10:14:26.481404,Can you explain how to use profile?,True,39
msg_0002028,conv_000662,system,2025-08-15 10:15:31.481404,Can you help me with payment?,False,27
msg_0002029,conv_000662,user_00455,2025-08-15 10:15:46.481404,Can you help me with upload?,True,37
msg_0002030,conv_000663,user_00157,2025-07-29 10:56:58.481404,I forgot my password.,True,35
msg_0002031,conv_000663,system,2025-07-29 10:57:23.481404,I have a question about my account.,False,31
msg_0002032,conv_000663,user_00157,2025-07-29 10:58:18.481404,That solved my problem.,True,21
msg_0002033,conv_000664,user_00679,2025-08-29 00:37:00.481404,The performance has been slow recently.,True,21
msg_0002034,conv_000664,system,2025-08-29 00:37:48.481404,Is there a way to change settings in the app?,False,35
msg_0002035,conv_000664,user_00679,2025-08-29 00:39:16.481404,I have a suggestion for improvement.,True,35
msg_0002036,conv_000664,system,2025-08-29 00:42:07.481404,How much does enterprise cost?,False,41
msg_0002037,conv_000664,user_00679,2025-08-29 00:43:03.481404,Is there a way to export data in the app?,True,36
msg_0002038,conv_000665,user_00429,2025-09-28 03:40:19.481404,Can you explain how to use profile?,True,34
msg_0002039,conv_000665,system,2025-09-28 03:42:02.481404,My subscription is not working.,False,39
msg_0002040,conv_000665,user_00429,2025-09-28 03:42:17.481404,Is there a way to export data in the app?,True,36
msg_0002041,conv_000666,user_00290,2025-07-20 13:47:07.481404,The app is working great!,True,25
msg_0002042,conv_000666,system,2025-07-20 13:49:02.481404,The app is working great!,False,34
msg_0002043,conv_000667,user_00797,2025-08-04 00:56:36.481404,Is there documentation for profile?,True,23
msg_0002044,conv_000667,system,2025-08-04 01:03:23.481404,Can you help me with sync?,False,35
msg_0002045,conv_000667,user_00797,2025-08-04 01:05:25.481404,How do I cancel my account?,True,21
msg_0002046,conv_000668,user_00165,2025-07-13 08:02:00.481404,Can you help me with payment?,True,31
msg_0002047,conv_000668,system,2025-07-13 08:03:55.481404,Could you add support for export data?,False,35
msg_0002048,conv_000668,user_00165,2025-07-13 08:12:10.481404,I forgot my password.,True,21
msg_0002049,conv_000668,system,2025-07-13 08:12:39.481404,Is there a way to change settings in the app?,False,37
msg_0002050,conv_000669,user_00339,2025-08-01 06:33:23.481404,I'm having trouble with dashboard.,True,21
msg_0002051,conv_000669,system,2025-08-01 06:33:55.481404,That solved my problem.,False,23
msg_0002052,conv_000669,user_00339,2025-08-01 06:35:26.481404,The app is working great!,True,31
msg_0002053,conv_000670,user_00114,2025-09-28 14:34:09.481404,I have a suggestion for improvement.,True,32
msg_0002054,conv_000670,system,2025-09-28 14:34:15.481404,I forgot my password.,False,36
msg_0002055,conv_000671,user_00077,2025-09-17 18:08:46.481404,I have a question about my account.,True,39
msg_0002056,conv_000671,system,2025-09-17 18:10:14.481404,Is there documentation for reports?,False,31
msg_0002057,conv_000672,user_00304,2025-08-04 03:37:26.481404,"Hello, I need help with dashboard.",True,35
msg_0002058,conv_000672,system,2025-08-04 03:38:17.481404,My subscription is not working.,False,34
msg_0002059,conv_000672,user_00304,2025-08-04 03:47:28.481404,Could you add support for export data?,True,31
msg_0002060,conv_000672,system,2025-08-04 03:51:48.481404,How do I cancel my account?,False,34
msg_0002061,conv_000673,user_00896,2025-07-13 08:03:55.481404,Can you explain how to use reports?,True,36
msg_0002062,conv_000673,system,2025-07-13 08:04:57.481404,How much does enterprise cost?,False,30
msg_0002063,conv_000673,user_00896,2025-07-13 08:11:00.481404,Thank you for your help!,True,36
msg_0002064,conv_000673,system,2025-07-13 08:13:56.481404,My subscription is not working.,False,29
msg_0002065,conv_000673,user_00896,2025-07-13 08:14:53.481404,Could you add support for invite friends?,True,23
msg_0002066,conv_000674,user_00757,2025-07-20 18:11:31.481404,How much does basic cost?,True,25
